ID (hex),DLC,Data (hex),ASCII,Adjusted_Time
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.175
403,1,1,.,15:52:43.175
541,8,72 6A 08 3C 89 0D 00 00,rj.<....,15:52:43.176
230,8,00 00 00 00 00 00 00 00,........,15:52:43.177
108,1,1,.,15:52:43.178
30F,1,1,.,15:52:43.178
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.181
541,8,A3 6A 0C 3C 95 0C 00 00,.j.<....,15:52:43.184
108,1,1,.,15:52:43.185
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.187
20D,2,50 03,P.,15:52:43.189
40B,1,0,.,15:52:43.189
20A,6,50 20 05 00 89 00,P ....,15:52:43.190
40A,1,0,.,15:52:43.190
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.191
50A,4,00 01 00 00,....,15:52:43.192
50B,2,0A 00,..,15:52:43.193
541,8,84 EA 87 3F BD F4 A5 02,...?....,15:52:43.194
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.195
108,1,1,.,15:52:43.196
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.201
38F,2,01 FF,..,15:52:43.201
541,8,B5 EA 00 3F E1 54 00 00,...?.T..,15:52:43.204
509,4,00 00 00 00,....,15:52:43.205
108,1,1,.,15:52:43.205
11B,5,00 40 34 00 90,.@4..,15:52:43.208
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.209
411,8,00 00 10 00 00 00 00 00,........,15:52:43.210
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.211
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:43.212
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:43.214
108,1,1,.,15:52:43.215
410,1,B0,.,15:52:43.216
208,8,00 00 00 00 00 00 00 00,........,15:52:43.217
22A,8,20 02 ED 70 0C 16 20 30, ..p.. 0,15:52:43.220
20E,4,00 02 07 02,....,15:52:43.221
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.222
23E,5,70 00 80 80 00,p....,15:52:43.222
407,1,5,.,15:52:43.223
541,8,B7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:43.224
209,6,50 20 05 00 89 00,P ....,15:52:43.225
108,1,1,.,15:52:43.225
219,2,00 00,..,15:52:43.226
229,8,20 02 ED 70 0B 8E 20 30, ..p.. 0,15:52:43.227
238,8,07 00 00 C0 00 00 00 00,........,15:52:43.228
409,1,0A,.,15:52:43.228
50E,2,0A 00,..,15:52:43.229
23A,8,20 02 ED 70 0B DD 20 30, ..p.. 0,15:52:43.230
50A,4,00 01 00 00,....,15:52:43.231
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.232
541,8,98 6A 00 3A D1 54 00 00,.j.:.T..,15:52:43.234
239,8,20 02 ED 70 0C 13 20 30, ..p.. 0,15:52:43.235
108,1,1,.,15:52:43.236
21A,2,00 00,..,15:52:43.239
223,2,55 55,UU,15:52:43.240
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.241
20F,8,FF 01 04 00 00 3E 73 C6,.....>s.,15:52:43.243
541,8,39 00 00 00 08 00 00 00,9.......,15:52:43.244
290,8,01 B8 FF 54 3B 16 00 00,...T,15:52:43.245
108,1,1,.,15:52:43.246
509,4,00 00 00 00,....,15:52:43.246
228,8,00 00 00 00 00 00 00 00,........,15:52:43.248
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:43.249
304,7,4B 8B 01 00 FF 82 04,K......,15:52:43.250
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.251
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.252
404,1,1,.,15:52:43.252
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.253
292,8,40 21 00 00 00 00 F0 C5,@!......,15:52:43.254
541,8,7A 1C 00 3E 05 00 00 00,z..>....,15:52:43.255
408,1,5,.,15:52:43.257
108,1,1,.,15:52:43.258
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.261
541,8,AB EA FF 00 00 00 00 00,........,15:52:43.264
108,1,1,.,15:52:43.267
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:43.267
50A,4,00 01 00 00,....,15:52:43.270
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:43.271
213,4,02 01 90 00,....,15:52:43.271
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.272
234,2,00 00,..,15:52:43.273
23E,5,70 00 80 80 00,p....,15:52:43.274
403,1,0B,.,15:52:43.274
541,8,0C 00 06 00 00 00 00 00,........,15:52:43.275
230,8,01 00 00 00 00 00 00 00,........,15:52:43.277
108,1,1,.,15:52:43.278
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.281
541,8,0D 3B 01 00 00 00 00 00,.,15:52:43.284
509,4,00 00 00 00,....,15:52:43.285
108,1,1,.,15:52:43.285
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.288
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.289
20D,2,50 03,P.,15:52:43.289
20A,6,50 20 05 00 89 00,P ....,15:52:43.290
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.291
40A,1,0,.,15:52:43.292
40B,1,0,.,15:52:43.292
50B,2,0A 00,..,15:52:43.293
50D,8,00 20 04 09 06 00 00 03,. ......,15:52:43.294
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.295
541,8,2E 9C A1 09 00 00 00 00,........,15:52:43.295
108,1,1,.,15:52:43.296
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.301
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:43.304
108,1,1,.,15:52:43.305
11B,5,00 40 44 00 A0,.@D..,15:52:43.308
50A,4,00 01 00 00,....,15:52:43.310
411,8,00 00 10 00 00 00 00 00,........,15:52:43.311
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.312
541,8,91 26 00 01 00 00 00 00,.&......,15:52:43.314
108,1,1,.,15:52:43.315
410,1,C0,.,15:52:43.316
208,8,00 00 00 00 00 00 00 00,........,15:52:43.317
23E,5,70 00 80 80 00,p....,15:52:43.320
20E,4,00 02 07 02,....,15:52:43.321
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.322
407,1,0,.,15:52:43.323
541,8,72 AA 08 3C 49 0D 00 00,r..<I...,15:52:43.324
209,6,50 20 05 00 89 00,P ....,15:52:43.325
219,2,00 00,..,15:52:43.325
229,8,20 02 ED 70 0B F1 20 30, ..p.. 0,15:52:43.326
108,1,1,.,15:52:43.327
238,8,07 00 00 C0 00 00 00 00,........,15:52:43.328
409,1,0,.,15:52:43.328
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.329
509,4,00 00 00 00,....,15:52:43.330
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.331
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.332
50E,2,0A 00,..,15:52:43.332
541,8,A3 6A 0C 3C 99 0C 00 00,.j.<....,15:52:43.334
239,8,20 02 ED 70 0C 7A 20 30, ..p.z 0,15:52:43.335
108,1,1,.,15:52:43.335
21A,2,00 00,..,15:52:43.339
22A,8,20 02 ED 70 0C 91 20 30, ..p.. 0,15:52:43.340
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.341
223,2,55 55,UU,15:52:43.342
20F,8,FF 01 04 00 00 3E 83 D6,.....>..,15:52:43.343
541,8,94 6A 87 3F BD D4 A5 02,.j.?....,15:52:43.344
290,8,01 B8 FF 54 3B 18 00 00,...T,15:52:43.345
361,5,07 02 03 00 00,.....,15:52:43.346
108,1,1,.,15:52:43.347
228,8,00 00 00 00 00 00 00 00,........,15:52:43.348
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:43.349
304,7,4B 8B 01 00 FF 82 04,K......,15:52:43.350
23A,8,20 02 ED 70 0C 5B 20 30, ..p.[ 0,15:52:43.351
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.352
404,1,1,.,15:52:43.352
50A,4,00 01 00 00,....,15:52:43.353
292,8,40 21 00 00 00 00 00 BA,@!......,15:52:43.354
541,8,B5 EA 00 3F DD 54 00 00,...?.T..,15:52:43.355
408,1,4,.,15:52:43.358
108,1,1,.,15:52:43.358
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.361
541,8,C6 6A 00 3E D5 54 00 00,.j.>.T..,15:52:43.364
509,4,00 00 00 00,....,15:52:43.365
108,1,1,.,15:52:43.365
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:43.366
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.369
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:43.371
213,4,02 01 90 00,....,15:52:43.371
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.372
234,2,00 00,..,15:52:43.373
23E,5,70 00 80 80 00,p....,15:52:43.374
403,1,1,.,15:52:43.374
541,8,B7 6A 00 3D B1 54 00 00,.j.=.T..,15:52:43.375
230,8,02 00 00 00 00 00 00 00,........,15:52:43.377
108,1,1,.,15:52:43.378
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.381
541,8,88 6A 00 3A D1 54 00 00,.j.:.T..,15:52:43.384
108,1,1,.,15:52:43.385
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.388
20D,2,50 03,P.,15:52:43.389
40B,1,0A,.,15:52:43.389
20A,6,50 20 05 00 89 00,P ....,15:52:43.390
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.391
40A,1,0,.,15:52:43.392
50A,4,00 01 00 00,....,15:52:43.392
50B,2,0A 00,..,15:52:43.393
541,8,39 00 00 00 08 00 00 00,9.......,15:52:43.394
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.395
108,1,1,.,15:52:43.396
258,2,00 00,..,15:52:43.400
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.401
541,8,7A 1C 00 3E 05 00 00 00,z..>....,15:52:43.404
509,4,00 00 00 00,....,15:52:43.405
108,1,1,.,15:52:43.405
11B,5,00 40 54 00 B0,.@T..,15:52:43.406
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.409
411,8,00 00 10 00 00 00 00 00,........,15:52:43.410
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.411
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:43.412
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.413
541,8,AB EA FF 00 00 00 00 00,........,15:52:43.414
108,1,1,.,15:52:43.415
410,1,D0,.,15:52:43.417
208,8,00 00 00 00 00 00 00 00,........,15:52:43.418
23E,5,70 00 80 80 00,p....,15:52:43.420
20E,4,00 02 07 02,....,15:52:43.421
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.422
407,1,0,.,15:52:43.423
541,8,0C 00 06 00 00 00 00 00,........,15:52:43.424
209,6,50 20 05 00 89 00,P ....,15:52:43.425
108,1,1,.,15:52:43.425
219,2,00 00,..,15:52:43.426
229,8,20 02 ED 70 0C 53 20 30, ..p.S 0,15:52:43.427
238,8,07 00 00 C0 00 00 00 00,........,15:52:43.428
409,1,0,.,15:52:43.428
50E,2,0A 00,..,15:52:43.429
50A,4,00 01 00 00,....,15:52:43.430
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.431
541,8,0D 3B 01 00 00 00 00 00,.,15:52:43.434
239,8,20 02 ED 70 0C C0 20 30, ..p.. 0,15:52:43.435
108,1,1,.,15:52:43.436
21A,2,00 00,..,15:52:43.439
223,2,55 55,UU,15:52:43.440
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.441
20F,8,FF 01 04 00 00 3E 93 E6,.....>..,15:52:43.443
541,8,2E 9C A1 09 00 00 00 00,........,15:52:43.444
290,8,01 B8 EF 54 3B 06 00 00,...T,15:52:43.445
509,4,00 00 00 00,....,15:52:43.446
108,1,1,.,15:52:43.447
228,8,00 00 00 00 00 00 00 00,........,15:52:43.448
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:43.449
304,7,4B 8B 01 00 FF 82 04,K......,15:52:43.450
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.451
314,4,FF 00 01 01,....,15:52:43.452
404,1,0B,.,15:52:43.452
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.453
3000000000,8,01 04 00 00 00 00 B0 A1,........,15:52:43.454
292,8,40 21 00 00 00 00 10 77,@!.....w,15:52:43.455
514,8,00 00 00 00 18 01 00 22,".......""",15:52:43.456
541,8,B0 2A 00 02 00 00 00 00,.*......,15:52:43.457
408,1,4,.,15:52:43.458
108,1,1,.,15:52:43.458
22A,8,20 02 ED 70 0D 0D 20 30, ..p.. 0,15:52:43.460
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.461
541,8,91 26 00 01 00 00 00 00,.&......,15:52:43.464
108,1,1,.,15:52:43.465
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:43.466
23A,8,20 02 ED 70 0C D3 20 30, ..p.. 0,15:52:43.470
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:43.471
213,4,02 01 90 00,....,15:52:43.472
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.473
234,2,00 00,..,15:52:43.473
23E,5,70 00 80 80 00,p....,15:52:43.474
403,1,1,.,15:52:43.474
50A,4,00 01 00 00,....,15:52:43.475
541,8,82 AA 08 3C 89 0D 00 00,...<....,15:52:43.476
230,8,00 00 00 00 00 00 00 00,........,15:52:43.477
108,1,1,.,15:52:43.478
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.481
541,8,A3 2A 0D 3C 95 0C 00 00,.*.<....,15:52:43.484
509,4,00 00 00 00,....,15:52:43.485
108,1,1,.,15:52:43.485
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.487
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.489
20D,2,50 03,P.,15:52:43.489
20A,6,50 20 05 00 89 00,P ....,15:52:43.490
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.491
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.492
40A,1,0,.,15:52:43.493
40B,1,0,.,15:52:43.493
50B,2,0A 00,..,15:52:43.494
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.495
541,8,94 6A 87 3F BD F4 A5 02,.j.?....,15:52:43.496
108,1,1,.,15:52:43.496
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.501
541,8,B5 EA 00 3F E1 54 00 00,...?.T..,15:52:43.504
108,1,1,.,15:52:43.507
11B,5,00 40 64 00 C0,.@d..,15:52:43.508
50A,4,00 01 00 00,....,15:52:43.510
411,8,00 00 10 00 00 00 00 00,........,15:52:43.511
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.512
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:43.514
108,1,1,.,15:52:43.515
410,1,E0,.,15:52:43.516
208,8,00 00 00 00 00 00 00 00,........,15:52:43.517
23E,5,70 00 80 80 00,p....,15:52:43.520
20E,4,00 02 07 02,....,15:52:43.521
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.522
407,1,0,.,15:52:43.523
541,8,B7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:43.524
209,6,50 20 05 00 89 00,P ....,15:52:43.525
108,1,1,.,15:52:43.525
219,2,00 00,..,15:52:43.526
229,8,20 02 ED 70 0C 6B 20 30, ..p.k 0,15:52:43.527
409,1,0,.,15:52:43.527
238,8,07 00 00 C0 00 00 00 00,........,15:52:43.528
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.529
509,4,00 00 00 00,....,15:52:43.530
50E,2,0A 00,..,15:52:43.531
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.532
541,8,88 6A 00 3A D1 54 00 00,.j.:.T..,15:52:43.534
239,8,10 02 ED 70 0C C2 20 43,...p.. C,15:52:43.535
108,1,1,.,15:52:43.536
21A,2,00 00,..,15:52:43.539
223,2,55 55,UU,15:52:43.540
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.541
20F,8,FF 01 04 00 00 3E A3 F6,.....>..,15:52:43.543
541,8,39 00 00 00 08 00 00 00,9.......,15:52:43.544
290,8,01 B8 EF 54 3B 09 00 00,...T,15:52:43.545
108,1,1,.,15:52:43.546
228,8,00 00 00 00 00 00 00 00,........,15:52:43.548
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:43.549
304,7,4B 8A 01 00 FF 82 04,K......,15:52:43.550
404,1,1,.,15:52:43.550
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.551
50A,4,00 01 00 00,....,15:52:43.552
292,8,40 21 00 00 00 00 20 3D,@!.... =,15:52:43.554
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:43.555
408,1,4,.,15:52:43.557
108,1,1,.,15:52:43.558
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.561
541,8,BB EA FF 00 00 00 00 00,........,15:52:43.564
509,4,00 00 00 00,....,15:52:43.565
108,1,1,.,15:52:43.565
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:43.568
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.569
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:43.571
213,4,02 01 90 00,....,15:52:43.571
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.572
234,2,00 00,..,15:52:43.573
23E,5,70 00 80 80 00,p....,15:52:43.574
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.575
403,1,1,.,15:52:43.575
541,8,0C 00 06 00 00 00 00 00,........,15:52:43.576
230,8,01 00 00 00 00 00 00 00,........,15:52:43.577
108,1,1,.,15:52:43.578
22A,8,20 02 ED 70 0D 3A 20 30, ..p.: 0,15:52:43.580
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.581
541,8,0D 3B 01 00 00 00 00 00,.,15:52:43.584
108,1,1,.,15:52:43.585
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.586
20D,2,50 03,P.,15:52:43.589
40B,1,0,.,15:52:43.589
20A,6,50 20 05 00 89 00,P ....,15:52:43.590
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.591
23A,8,20 02 ED 70 0C E5 20 30, ..p.. 0,15:52:43.592
40A,1,0,.,15:52:43.593
50A,4,00 01 00 00,....,15:52:43.593
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.594
50B,2,0A 00,..,15:52:43.595
512,8,0A 86 02 13 A5 E3 CA 14,........,15:52:43.596
108,1,1,.,15:52:43.596
513,8,0A 86 02 13 A5 E3 CA 14,........,15:52:43.597
541,8,2E 9C A3 09 00 00 00 00,........,15:52:43.598
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.601
541,8,B0 2A 00 02 00 00 00 00,.*......,15:52:43.604
509,4,00 00 00 00,....,15:52:43.605
11B,5,00 40 74 00 D0,.@t..,15:52:43.606
108,1,1,.,15:52:43.608
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.609
411,8,00 00 10 00 00 00 00 00,........,15:52:43.610
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.611
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:43.612
541,8,91 26 00 01 00 00 00 00,.&......,15:52:43.614
23E,5,70 00 80 80 00,p....,15:52:43.620
108,1,1,.,15:52:43.621
20E,4,00 02 07 02,....,15:52:43.622
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.623
407,1,0,.,15:52:43.623
410,1,F0,.,15:52:43.623
208,8,00 00 00 00 00 00 00 00,........,15:52:43.625
108,1,1,.,15:52:43.625
209,6,50 20 05 00 80 00,P ....,15:52:43.626
219,2,00 00,..,15:52:43.626
229,8,10 02 ED 70 0C 6C 20 43,...p.l C,15:52:43.627
238,8,07 00 00 C0 00 00 00 00,........,15:52:43.628
409,1,0,.,15:52:43.629
50E,2,0A 00,..,15:52:43.629
50A,4,00 01 00 00,....,15:52:43.630
541,8,82 2A 09 3C 89 0D 00 00,.*.<....,15:52:43.631
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.632
541,8,B3 AA 0C 3C 99 0C 00 00,...<....,15:52:43.634
239,8,10 02 ED 70 0C C2 20 43,...p.. C,15:52:43.635
108,1,1,.,15:52:43.635
21A,2,00 00,..,15:52:43.639
223,2,55 55,UU,15:52:43.640
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.641
20F,8,FF 01 04 00 00 3E B3 06,.....>..,15:52:43.643
541,8,94 EA 87 3F BD 34 A6 02,...?.4..,15:52:43.644
290,8,01 B8 EF 54 3B 0D 00 00,...T,15:52:43.645
108,1,1,.,15:52:43.646
509,4,00 00 00 00,....,15:52:43.646
228,8,00 00 00 00 00 00 00 00,........,15:52:43.648
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:43.649
304,7,4B 8B 01 00 FF 82 04,K......,15:52:43.650
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.651
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.652
404,1,1,.,15:52:43.652
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.653
292,8,40 21 00 00 00 00 30 F0,@!....0.,15:52:43.654
541,8,C5 EA 00 3F E1 54 00 00,...?.T..,15:52:43.655
408,1,4,.,15:52:43.657
108,1,1,.,15:52:43.658
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.661
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:43.664
108,1,1,.,15:52:43.665
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:43.666
50A,4,00 01 00 00,....,15:52:43.670
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:43.671
213,4,02 01 90 00,....,15:52:43.671
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.672
234,2,00 00,..,15:52:43.673
23E,5,70 00 80 80 00,p....,15:52:43.674
403,1,1,.,15:52:43.674
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:43.675
230,8,02 00 00 00 00 00 00 00,........,15:52:43.677
108,1,1,.,15:52:43.678
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.681
541,8,98 6A 00 3B D1 54 00 00,.j.,15:52:43.684
509,4,00 00 00 00,....,15:52:43.685
108,1,1,.,15:52:43.685
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.688
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.689
20A,6,50 20 05 00 89 00,P ....,15:52:43.690
20D,2,50 03,P.,15:52:43.690
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.691
40A,1,0,.,15:52:43.692
40B,1,0,.,15:52:43.692
50B,2,0A 00,..,15:52:43.693
541,8,39 00 00 00 08 00 00 00,9.......,15:52:43.694
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.695
108,1,1,.,15:52:43.696
22A,8,10 02 ED 70 0D 3A 20 43,...p.: C,15:52:43.700
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.701
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:43.704
108,1,1,.,15:52:43.705
11B,5,00 40 84 00 E0,.@...,15:52:43.708
23A,8,10 02 ED 70 0C E6 20 43,...p.. C,15:52:43.710
411,8,00 00 10 00 00 00 00 00,........,15:52:43.711
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.712
50A,4,00 01 00 00,....,15:52:43.713
541,8,BB EA FF 00 00 00 00 00,........,15:52:43.714
108,1,1,.,15:52:43.715
410,1,0,.,15:52:43.717
208,8,00 00 00 00 00 00 00 00,........,15:52:43.718
23E,5,70 00 80 80 00,p....,15:52:43.720
20E,4,00 02 07 02,....,15:52:43.721
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.722
407,1,5,.,15:52:43.723
541,8,0C 00 06 00 00 00 00 00,........,15:52:43.724
209,6,50 20 05 00 80 00,P ....,15:52:43.725
108,1,1,.,15:52:43.725
219,2,00 00,..,15:52:43.726
229,8,10 02 ED 70 0C 6C 20 43,...p.l C,15:52:43.727
238,8,07 00 00 C0 00 00 00 00,........,15:52:43.728
409,1,0,.,15:52:43.728
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.729
509,4,00 00 00 00,....,15:52:43.730
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.731
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.732
50E,2,0A 00,..,15:52:43.733
541,8,0D 3B 01 00 00 00 00 00,.,15:52:43.734
239,8,10 02 ED 70 0C C2 20 43,...p.. C,15:52:43.735
108,1,1,.,15:52:43.736
21A,2,00 00,..,15:52:43.740
223,2,55 55,UU,15:52:43.740
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.741
20F,8,FF 01 04 00 00 3E C3 16,.....>..,15:52:43.743
541,8,2E 9C A3 09 00 00 00 00,........,15:52:43.744
290,8,01 B8 1F 55 3B 10 00 00,...U,15:52:43.745
108,1,1,.,15:52:43.746
228,8,00 00 00 00 00 00 00 00,........,15:52:43.748
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:43.749
304,7,4B 8A 01 00 FF 82 04,K......,15:52:43.750
404,1,1,.,15:52:43.750
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.751
50A,4,00 01 00 00,....,15:52:43.752
292,8,40 21 00 00 00 00 40 A9,@!....@.,15:52:43.754
541,8,B0 2A 00 02 00 00 00 00,.*......,15:52:43.755
408,1,4,.,15:52:43.757
108,1,1,.,15:52:43.758
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.761
541,8,91 26 00 01 00 00 00 00,.&......,15:52:43.764
509,4,00 00 00 00,....,15:52:43.765
108,1,1,.,15:52:43.765
308,8,00 A7 2D 13 1C 32 00 20,..-..2. ,15:52:43.768
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:43.768
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.769
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:43.771
213,4,02 01 90 00,....,15:52:43.772
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.773
234,2,00 00,..,15:52:43.773
23E,5,70 00 80 80 00,p....,15:52:43.774
403,1,0B,.,15:52:43.774
541,8,82 EA 07 3C 99 0D 00 00,...<....,15:52:43.775
230,8,00 00 00 00 00 00 00 00,........,15:52:43.777
108,1,1,.,15:52:43.778
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.781
541,8,B3 AA 0C 3D 99 0C 00 00,...=....,15:52:43.784
108,1,1,.,15:52:43.785
248,8,10 00 00 06 00 FF FF 00,........,15:52:43.786
20D,2,50 03,P.,15:52:43.789
20A,6,50 20 05 00 80 00,P ....,15:52:43.790
40A,1,0,.,15:52:43.790
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.791
40B,1,0,.,15:52:43.792
50A,4,00 01 00 00,....,15:52:43.793
50B,2,0A 00,..,15:52:43.793
541,8,94 AA 87 3F C5 F4 A5 02,...?....,15:52:43.794
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:43.795
108,1,1,.,15:52:43.796
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.801
541,8,C5 AA 00 3F E1 54 00 00,...?.T..,15:52:43.804
509,4,00 00 00 00,....,15:52:43.805
108,1,1,.,15:52:43.807
11B,5,00 40 94 00 F0,.@...,15:52:43.808
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:43.809
411,8,00 00 10 00 00 00 00 00,........,15:52:43.810
21E,8,00 00 00 00 00 00 00 00,........,15:52:43.811
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:43.812
240,8,62 64 00 00 00 00 00 00,bd......,15:52:43.813
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:43.814
108,1,1,.,15:52:43.815
410,1,10,.,15:52:43.816
208,8,00 00 00 00 00 00 00 00,........,15:52:43.817
22A,8,10 02 ED 70 0D 3B 20 43,...p.,15:52:43.820
23E,5,70 00 80 80 00,p....,15:52:43.821
